spatial_id,transit.atm.1,transit.atm.2,transit.atm.3,transit.bakery.1,transit.bakery.2,transit.bakery.3,transit.bakery.4,transit.bakery.5,transit.bank.1,transit.bank.2,transit.bank.3,transit.beauty_salon.1,transit.beauty_salon.2,transit.beauty_salon.3,transit.beauty_salon.4,transit.beauty_salon.5,transit.book_store.1,transit.book_store.2,transit.book_store.3,transit.bus_station.1,transit.bus_station.2,transit.bus_station.3,transit.cafe.1,transit.cafe.2,transit.cafe.3,transit.cafe.4,transit.cafe.5,transit.clothing_store.1,transit.clothing_store.2,transit.clothing_store.3,transit.clothing_store.4,transit.clothing_store.5,transit.convenience_store.1,transit.convenience_store.2,transit.convenience_store.3,transit.convenience_store.4,transit.convenience_store.5,transit.dentist.1,transit.dentist.2,transit.dentist.3,transit.department_store.1,transit.department_store.2,transit.department_store.3,transit.department_store.4,transit.department_store.5,transit.doctor.1,transit.doctor.2,transit.doctor.3,transit.electronics_store.1,transit.electronics_store.2,transit.electronics_store.3,transit.florist.1,transit.florist.2,transit.florist.3,transit.furniture_store.1,transit.furniture_store.2,transit.furniture_store.3,transit.gym.1,transit.gym.2,transit.gym.3,transit.hair_care.1,transit.hair_care.2,transit.hair_care.3,transit.hair_care.4,transit.hair_care.5,transit.hardware_store.1,transit.hardware_store.2,transit.hardware_store.3,transit.home_goods_store.1,transit.home_goods_store.2,transit.home_goods_store.3,transit.home_goods_store.4,transit.home_goods_store.5,transit.hospital.1,transit.hospital.2,transit.hospital.3,transit.laundry.1,transit.laundry.2,transit.laundry.3,transit.library.1,transit.library.2,transit.library.3,transit.liquor_store.1,transit.liquor_store.2,transit.liquor_store.3,transit.meal_takeaway.1,transit.meal_takeaway.2,transit.meal_takeaway.3,transit.meal_takeaway.4,transit.meal_takeaway.5,transit.park.1,transit.park.2,transit.park.3,transit.park.4,transit.park.5,transit.pet_store.1,transit.pet_store.2,transit.pet_store.3,transit.pharmacy.1,transit.pharmacy.2,transit.pharmacy.3,transit.restaurant.1,transit.restaurant.2,transit.restaurant.3,transit.restaurant.4,transit.restaurant.5,transit.restaurant.6,transit.restaurant.7,transit.restaurant.8,transit.restaurant.9,transit.restaurant.10,transit.school.1,transit.school.2,transit.school.3,transit.shoe_store.1,transit.shoe_store.2,transit.shoe_store.3,transit.shopping_mall.1,transit.shopping_mall.2,transit.shopping_mall.3,transit.store.1,transit.store.2,transit.store.3,transit.store.4,transit.store.5,transit.supermarket.1,transit.supermarket.2,transit.supermarket.3,transit.supermarket.4,transit.supermarket.5,transit.train_station.1
060770033112,28,46,47,28,37,58,68,NA,31,69,72,20,20,21,23,26,28,31,63,24,24,28,30,31,31,43,45,30,31,31,33,33,35,36,36,47,57,35,36,39,34,35,36,48,60,35,35,35,31,32,60,27,44,69,24,26,27,46,58,63,23,28,32,44,46,24,26,27,13,27,30,33,41,27,28,57,25,NA,NA,27,35,40,31,44,54,32,34,60,60,61,44,48,60,NA,NA,36,40,NA,29,32,43,5,7,19,19,24,25,26,26,27,28,32,NA,NA,26,30,32,43,61,NA,20,20,21,21,22,33,44,48,67,NA,53
060770033121,21,22,NA,34,34,41,73,NA,38,38,40,25,29,36,36,37,34,49,70,18,22,22,24,31,38,46,49,21,21,22,NA,NA,32,32,33,38,41,21,28,29,18,19,24,25,NA,NA,NA,NA,19,19,19,22,55,72,30,38,38,31,32,32,22,23,24,39,42,40,65,NA,31,36,52,68,NA,22,41,44,16,18,63,NA,NA,NA,5,32,53,16,18,36,NA,NA,20,32,43,NA,NA,24,27,32,24,32,35,26,28,29,29,29,33,33,43,NA,NA,NA,NA,NA,53,64,71,27,30,32,33,33,33,33,35,8,26,53,66,NA,NA
060770033122,10,11,NA,35,40,67,NA,NA,44,44,NA,26,28,39,39,42,26,37,50,20,24,33,22,39,41,42,42,14,15,NA,NA,NA,16,33,33,40,43,22,28,31,15,22,23,NA,NA,NA,NA,NA,16,16,53,20,56,69,NA,NA,NA,36,NA,NA,23,23,26,42,43,42,NA,NA,33,38,53,69,NA,27,42,43,12,15,22,20,23,NA,37,NA,NA,8,19,NA,NA,NA,33,51,64,NA,NA,11,18,21,25,34,37,30,31,31,31,31,NA,NA,NA,NA,NA,NA,NA,NA,66,72,NA,16,24,25,34,34,35,35,37,29,51,68,NA,NA,NA
060770033123,17,17,29,29,33,42,71,NA,33,33,NA,28,30,32,32,34,29,44,83,13,17,29,22,27,40,42,69,13,13,26,27,NA,27,27,29,31,37,17,23,24,12,19,22,23,68,27,27,27,13,13,13,20,50,65,NA,NA,NA,27,NA,NA,17,17,20,39,42,36,60,NA,21,32,47,63,NA,17,22,61,16,17,18,25,NA,NA,17,26,30,17,18,NA,NA,NA,13,39,71,NA,NA,10,12,17,19,27,30,23,24,25,25,25,26,26,NA,NA,NA,11,19,NA,NA,NA,NA,22,NA,NA,28,28,28,29,31,4,27,47,62,NA,NA
060770033131,17,32,NA,41,45,72,NA,NA,41,41,44,33,39,40,40,43,29,45,52,21,25,36,39,41,43,49,49,24,24,25,NA,NA,35,35,37,41,45,20,30,NA,15,21,23,24,NA,NA,NA,NA,23,23,24,58,70,NA,38,44,44,35,41,43,27,28,35,39,55,44,NA,NA,27,31,44,53,86,18,37,49,13,24,NA,25,28,NA,10,35,57,13,14,39,NA,NA,22,36,55,NA,NA,27,29,35,27,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,58,66,33,NA,NA,35,35,36,36,39,10,22,57,58,92,NA
060770033132,15,55,NA,17,43,70,NA,NA,50,68,70,30,49,49,50,53,41,42,92,28,32,45,13,26,42,50,58,30,31,31,NA,NA,49,50,62,NA,NA,26,43,NA,21,22,50,NA,NA,NA,NA,NA,26,26,59,16,68,NA,22,48,62,56,58,81,17,25,31,39,43,62,NA,NA,46,49,51,51,84,23,47,57,18,20,22,23,26,NA,31,45,58,44,56,59,62,NA,39,83,NA,NA,NA,19,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,43,65,NA,18,NA,NA,NA,NA,NA,NA,NA,25,48,99,NA,NA,NA
060770034031,43,52,63,74,77,78,83,114,76,77,91,51,52,52,53,71,57,74,80,43,48,68,67,74,76,76,85,48,54,54,54,54,80,84,87,89,90,41,47,64,51,51,79,80,81,41,41,41,51,51,51,83,86,87,52,84,88,85,90,NA,47,49,50,52,62,70,73,84,41,43,55,59,73,100,NA,NA,52,54,70,46,48,49,53,60,NA,73,NA,NA,NA,NA,50,76,79,NA,NA,42,46,48,29,32,50,46,49,50,50,51,53,NA,NA,NA,NA,31,40,54,64,67,NA,52,101,NA,56,56,58,58,58,72,NA,NA,NA,NA,NA
060770034032,17,30,31,59,64,69,71,75,73,74,76,43,56,57,58,61,39,53,NA,40,46,59,52,64,68,70,70,30,34,34,34,34,52,64,66,67,68,27,29,43,30,31,73,74,75,29,29,29,31,31,31,66,66,77,31,31,68,65,70,NA,17,20,54,54,60,28,31,63,16,16,57,68,NA,64,NA,NA,46,NA,NA,23,43,46,43,61,63,52,54,NA,NA,NA,40,59,NA,NA,NA,36,38,48,30,32,40,37,41,NA,NA,NA,NA,NA,NA,NA,NA,13,30,44,NA,NA,NA,43,92,NA,39,39,39,39,NA,43,46,56,NA,NA,61
060770034033,16,25,26,38,54,59,63,65,62,62,76,36,40,53,54,54,24,40,96,38,42,43,49,57,59,59,76,21,25,31,31,31,26,44,61,64,65,23,27,40,22,37,65,66,67,27,27,27,28,28,28,45,57,71,34,57,65,62,67,NA,14,17,45,51,51,25,28,58,13,13,42,65,NA,61,NA,NA,44,NA,NA,21,40,43,43,44,63,32,116,116,NA,NA,38,42,46,NA,NA,31,32,33,24,27,35,32,38,38,38,40,40,41,42,NA,NA,11,25,39,NA,NA,NA,38,40,87,34,34,34,34,NA,38,43,53,110,NA,48
060770034041,30,55,62,37,64,69,93,99,67,68,94,50,50,50,52,53,57,80,90,40,40,40,29,62,65,65,72,30,58,58,58,61,30,49,56,68,NA,41,47,53,32,32,52,71,72,41,41,41,51,51,52,63,71,86,33,33,88,90,93,NA,32,39,48,49,50,31,34,74,36,37,44,62,63,50,74,74,46,54,98,40,46,60,49,50,51,30,53,121,NA,NA,35,71,76,84,NA,45,46,47,33,49,49,35,35,42,43,44,44,45,45,46,48,35,39,53,39,41,79,47,52,54,37,37,38,38,42,32,37,66,115,NA,75
060770034042,34,52,59,61,66,70,90,96,64,64,88,47,47,47,49,50,54,77,87,37,37,37,29,59,62,62,69,27,54,56,56,60,27,32,46,47,59,38,42,50,29,48,67,68,69,38,38,38,46,46,46,60,68,81,28,30,30,85,88,NA,28,35,47,69,69,28,30,71,34,39,45,59,60,46,71,71,43,48,93,37,41,57,45,46,48,26,95,118,NA,NA,18,36,73,125,NA,40,41,42,30,44,46,32,32,39,40,41,41,42,42,42,45,31,34,48,36,38,76,42,46,49,34,34,34,35,35,33,33,63,112,NA,72
060770034043,19,28,30,42,58,68,114,118,77,77,83,49,49,51,71,71,41,69,72,32,39,39,35,74,76,77,77,23,27,43,44,45,42,52,54,69,77,36,37,53,28,46,80,81,82,30,30,30,41,41,41,73,75,76,40,41,78,80,82,NA,26,30,63,63,70,37,40,73,24,26,66,78,100,51,NA,NA,43,57,87,35,35,39,46,49,NA,42,NA,NA,NA,NA,24,42,NA,NA,NA,34,35,36,26,39,49,35,38,39,39,39,40,NA,NA,NA,NA,22,29,34,40,43,NA,37,41,90,37,37,37,38,NA,38,39,42,NA,NA,51
060770034044,17,23,25,37,53,57,61,63,60,60,84,42,42,44,44,45,49,72,82,32,34,36,55,57,57,73,NA,18,22,49,52,52,24,37,42,49,62,31,32,45,23,41,63,64,65,32,32,32,36,36,36,43,55,NA,32,32,73,75,77,NA,21,25,43,58,59,30,32,56,19,21,40,52,73,53,NA,NA,61,67,NA,30,30,34,41,48,73,30,85,114,NA,NA,40,49,NA,NA,NA,30,30,32,21,34,42,27,27,30,36,36,36,38,38,38,39,24,24,29,45,47,NA,31,85,NA,30,30,30,30,NA,30,37,55,108,NA,46
060770034051,12,28,29,41,52,56,57,68,55,55,77,38,38,39,39,39,30,50,77,27,27,31,50,52,52,68,NA,13,17,44,44,47,20,37,50,57,61,25,27,49,16,34,54,60,NA,27,27,27,29,29,30,38,50,NA,66,NA,NA,68,71,NA,16,22,38,52,52,22,25,51,19,20,35,41,49,37,51,51,38,60,NA,21,39,44,36,44,63,23,89,109,NA,NA,28,33,72,NA,NA,34,35,36,16,36,38,22,31,31,31,32,33,33,33,34,35,28,29,34,23,103,NA,36,90,NA,25,25,25,25,NA,28,41,51,103,NA,51
060770034052,17,35,44,15,47,52,55,NA,51,51,81,33,33,33,35,36,32,63,73,23,23,23,32,46,48,48,64,18,40,40,42,46,13,18,33,46,57,24,30,45,15,15,20,42,56,24,24,24,38,38,38,30,46,NA,14,16,16,47,66,73,19,23,34,49,57,14,17,47,17,31,36,45,45,38,47,47,30,65,NA,24,43,49,32,34,34,13,37,105,NA,NA,24,27,59,78,NA,44,46,47,14,32,53,18,18,22,22,22,24,24,26,33,35,28,36,36,11,16,99,41,46,NA,21,21,21,21,21,20,38,53,98,NA,58
060770034053,9,24,26,37,51,51,54,64,50,50,75,32,32,34,34,38,28,49,73,23,23,26,36,47,47,58,61,8,10,39,39,42,14,32,45,53,56,21,38,44,8,19,24,42,55,21,21,21,30,30,30,33,46,NA,65,NA,NA,46,67,69,8,15,33,45,46,15,19,46,14,16,31,36,44,31,47,47,34,59,NA,20,37,44,31,43,62,98,104,NA,NA,NA,21,28,31,NA,NA,30,32,47,9,32,34,17,21,22,22,23,23,24,25,35,35,25,26,30,15,20,98,32,37,40,21,25,25,25,25,24,54,98,NA,NA,47
060770034061,15,24,30,52,53,57,58,63,55,70,72,31,36,51,51,54,21,37,94,13,17,25,41,50,53,53,69,14,20,45,45,47,38,58,58,61,NA,19,21,49,31,31,58,59,60,19,19,19,25,25,25,37,51,NA,25,26,63,59,64,NA,15,22,38,48,48,23,26,52,15,31,36,37,42,58,58,58,39,NA,NA,17,36,40,9,36,54,22,24,61,61,62,33,38,38,NA,NA,29,31,NA,19,22,41,25,26,27,31,32,32,33,33,36,40,12,25,45,20,24,63,35,69,NA,22,25,25,26,26,24,36,41,103,NA,57
060770034062,8,23,25,37,46,50,53,63,48,49,67,28,32,37,38,38,14,30,71,22,25,29,34,44,46,46,57,12,38,38,38,40,31,51,55,NA,NA,16,18,43,9,43,52,52,53,16,16,16,22,22,22,31,44,NA,19,44,59,45,56,61,11,17,31,45,45,17,19,45,8,9,29,35,43,45,45,55,32,NA,NA,14,33,43,30,37,56,17,55,58,58,58,27,33,59,NA,NA,44,45,47,11,14,34,16,16,20,20,20,22,23,29,33,34,12,24,38,14,17,NA,32,NA,NA,19,23,23,24,24,33,37,39,96,NA,NA
060770034071,10,11,14,28,44,46,53,54,51,63,66,17,18,52,53,54,33,39,87,10,18,32,35,46,48,49,49,10,15,40,41,41,34,51,54,NA,NA,3,24,41,10,11,18,23,56,3,3,3,25,25,25,28,47,NA,19,20,57,48,52,58,7,8,34,44,45,17,20,48,6,8,32,38,46,11,48,48,33,NA,NA,10,30,33,15,33,33,52,54,55,55,58,28,35,49,61,NA,22,22,24,10,11,25,19,19,19,23,23,23,26,32,36,37,23,28,29,18,21,100,11,23,65,21,21,22,22,NA,10,32,36,99,NA,36
060770034072,18,26,32,35,44,60,64,NA,43,43,60,30,34,40,40,40,45,52,85,24,38,40,21,42,44,47,55,26,27,28,NA,NA,24,24,NA,NA,NA,14,22,39,4,15,20,30,NA,14,14,14,27,27,27,8,57,67,27,NA,NA,15,41,NA,13,20,34,35,48,56,NA,NA,32,54,57,59,79,9,50,51,26,27,NA,26,34,NA,11,32,56,53,55,58,NA,NA,25,NA,NA,NA,NA,33,35,54,27,28,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,30,41,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,4,13,47,95,NA,NA
060770034091,23,27,32,25,39,61,65,NA,47,49,64,38,38,38,39,45,20,41,89,40,43,44,29,39,75,77,77,23,24,24,26,28,17,45,NA,NA,NA,27,36,53,16,18,21,21,21,24,24,24,20,20,20,20,59,79,33,NA,NA,20,NA,NA,22,25,39,40,46,26,60,70,33,40,44,55,61,8,42,55,26,31,33,29,34,NA,26,44,47,11,47,59,NA,NA,23,33,37,41,91,33,NA,NA,27,45,NA,31,31,31,39,40,40,40,41,41,42,56,NA,NA,NA,NA,NA,76,NA,NA,33,33,34,34,34,5,32,NA,NA,NA,NA
060770034092,22,56,NA,12,35,41,49,70,46,66,68,36,37,38,38,46,53,59,90,42,44,45,10,31,36,NA,NA,16,19,19,22,22,16,18,49,50,NA,20,29,39,16,18,20,22,NA,20,20,20,19,19,59,17,17,71,31,NA,NA,51,88,NA,33,38,38,38,39,NA,NA,NA,33,41,58,63,NA,11,54,57,18,29,NA,30,33,NA,38,56,65,62,63,65,NA,NA,23,27,40,NA,NA,48,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,48,NA,NA,NA,NA
060770034093,19,28,33,31,36,60,64,NA,39,39,56,33,34,35,36,36,32,48,81,32,34,36,21,38,43,45,51,13,13,13,NA,NA,27,27,NA,NA,NA,14,31,48,7,10,15,16,17,14,14,14,15,15,15,9,62,68,28,NA,NA,23,NA,NA,14,20,34,35,44,52,NA,NA,31,35,53,55,75,3,47,51,26,27,NA,26,30,NA,11,35,56,1,12,51,NA,NA,21,NA,NA,NA,NA,8,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,39,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,43,NA,NA,NA
060770034101,18,20,21,48,59,59,64,NA,59,61,62,21,22,27,28,57,34,73,83,34,36,41,61,62,62,65,72,17,20,39,39,40,17,17,66,67,68,18,23,39,15,26,67,NA,NA,14,14,14,25,25,25,27,57,71,37,69,NA,44,63,70,12,19,44,45,47,31,34,60,21,23,41,52,69,28,64,64,NA,NA,NA,23,42,45,38,41,65,26,NA,NA,NA,NA,33,38,85,NA,NA,25,25,27,16,16,48,28,28,36,37,37,37,38,39,41,42,25,27,30,30,36,NA,27,32,74,30,30,31,31,NA,34,38,NA,NA,NA,NA
060770034102,16,26,28,53,54,59,66,NA,57,57,58,37,37,39,41,42,39,50,80,30,30,33,54,55,65,69,71,14,15,47,47,49,27,60,62,NA,NA,18,31,47,23,34,62,NA,NA,18,18,18,33,33,33,20,35,53,45,67,67,52,61,68,9,13,40,52,53,25,54,67,20,21,38,43,52,22,32,62,41,NA,NA,21,39,44,38,41,44,21,21,23,25,NA,16,33,68,83,NA,33,33,35,14,37,39,25,33,34,34,34,35,35,35,36,38,27,30,32,19,24,105,36,40,NA,27,27,27,28,NA,23,29,32,105,NA,49
060770034103,30,30,32,28,49,54,NA,NA,52,59,61,35,35,35,37,37,33,64,75,25,25,25,48,49,64,65,66,18,19,42,42,44,16,29,34,NA,NA,22,36,46,16,20,28,45,57,22,22,22,34,35,35,25,32,48,47,NA,NA,48,NA,NA,13,17,35,44,54,17,48,68,19,33,38,46,47,11,36,49,27,39,40,25,43,48,33,35,NA,13,14,15,35,NA,7,25,33,58,80,34,47,NA,17,34,55,20,20,23,29,29,30,30,32,34,37,31,35,45,12,17,100,NA,NA,NA,22,22,22,22,22,21,28,55,100,NA,60
060770035003,18,30,NA,34,36,48,53,55,46,53,73,40,40,41,41,43,34,46,80,30,33,38,12,20,21,69,71,21,22,47,47,49,21,33,33,NA,NA,31,37,43,4,17,21,21,NA,31,31,31,22,23,27,22,22,NA,39,NA,NA,39,NA,NA,20,25,32,40,47,10,54,66,24,24,40,43,52,19,34,64,25,44,62,30,50,85,20,22,68,12,20,40,105,112,17,29,68,85,NA,54,NA,NA,21,24,39,25,25,25,33,34,35,35,38,43,44,48,50,NA,13,105,NA,NA,NA,NA,27,27,28,32,32,14,21,41,105,NA,65
060770036012,85,97,103,84,85,NA,NA,NA,90,101,NA,87,87,88,105,105,81,88,105,98,104,105,75,904,NA,NA,NA,NA,NA,NA,NA,NA,86,89,92,101,192,NA,NA,NA,107,NA,NA,NA,NA,109,NA,NA,75,112,113,95,900,NA,78,82,87,87,90,NA,87,94,95,NA,NA,8,NA,NA,96,99,99,109,NA,105,105,117,90,103,NA,57,105,121,89,95,101,33,90,96,98,NA,85,100,101,NA,NA,36,43,78,NA,NA,NA,89,91,91,91,92,92,99,100,100,100,87,89,103,91,93,99,92,95,95,106,107,107,111,111,76,101,123,NA,NA,76
060770037003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA
060770038011,19,21,48,29,30,45,49,64,32,46,50,31,35,35,48,NA,51,NA,NA,NA,NA,NA,28,38,48,51,NA,48,65,NA,NA,NA,40,48,NA,NA,NA,30,32,38,36,47,66,67,98,49,49,71,36,37,40,31,40,41,29,32,36,28,28,NA,30,35,38,43,44,30,34,59,24,27,35,51,99,44,46,60,29,39,95,48,48,66,72,75,75,33,41,59,61,61,42,42,42,54,62,50,73,75,36,36,99,31,31,31,31,31,32,40,44,72,100,42,73,101,42,50,74,48,49,54,30,30,30,31,56,NA,NA,NA,NA,NA,NA
060770038012,22,22,23,25,26,29,48,48,40,49,60,23,28,28,41,44,44,44,49,68,68,68,23,32,41,47,48,30,46,67,101,102,22,24,33,41,101,22,25,31,29,39,71,77,NA,42,42,53,29,29,33,24,32,34,23,25,41,23,23,33,25,30,34,44,44,31,52,60,23,26,41,52,101,42,43,54,37,42,67,34,34,47,37,41,54,18,19,33,51,52,30,32,34,34,47,42,42,66,28,34,41,23,23,23,24,24,24,33,36,80,81,37,66,67,35,43,53,43,44,49,27,27,27,28,53,32,43,45,54,79,33
060770038013,20,21,49,30,31,46,49,64,28,46,58,32,37,37,50,NA,52,NA,NA,NA,NA,NA,39,50,51,NA,NA,39,49,69,NA,NA,42,49,NA,NA,NA,31,34,40,38,48,73,79,NA,51,51,73,38,38,42,33,41,42,31,33,38,30,30,NA,31,36,40,44,44,37,44,60,26,28,36,52,100,46,54,60,28,66,96,47,49,50,53,56,56,24,42,61,63,63,43,43,44,56,63,44,51,74,37,50,80,32,32,32,33,33,33,34,42,45,81,37,75,76,44,52,55,50,50,56,32,32,32,32,57,41,56,81,88,89,42
060770038021,14,14,16,18,18,21,40,53,22,28,52,16,17,20,33,36,36,41,44,39,43,55,28,33,36,39,45,22,33,38,44,95,14,15,33,36,93,17,17,23,21,32,70,110,NA,24,33,34,21,22,32,16,25,32,18,19,25,16,16,33,20,23,26,36,36,23,25,52,15,15,16,19,45,35,42,46,21,27,92,26,37,38,15,22,34,8,11,22,43,43,22,26,27,27,47,35,35,45,20,33,71,16,16,16,16,16,17,28,28,38,73,24,29,59,21,27,35,35,36,41,19,20,30,38,39,25,33,36,38,72,25
060770038022,19,20,21,23,23,26,45,65,33,35,57,28,31,35,42,43,41,46,59,41,41,65,21,38,45,46,65,38,43,49,60,100,20,38,67,71,98,20,22,29,26,37,64,70,NA,29,30,39,26,30,37,21,30,31,23,24,30,21,21,38,25,28,31,41,41,29,30,58,20,21,21,24,50,40,45,51,26,28,96,31,43,44,27,46,46,14,15,49,51,53,28,31,32,41,44,35,40,63,26,26,71,21,21,21,21,21,22,28,43,72,73,29,53,64,26,32,40,41,41,46,24,25,26,27,38,30,38,41,43,72,31
060770038023,15,33,43,17,17,21,40,59,22,42,52,22,23,33,36,37,36,40,44,60,NA,NA,25,26,62,NA,NA,30,57,NA,NA,NA,37,64,NA,NA,NA,21,21,27,25,35,67,749,NA,28,28,38,25,29,36,20,28,30,18,21,28,17,17,34,18,21,23,27,38,23,25,54,15,15,17,18,44,35,41,45,21,26,60,28,41,74,19,27,42,17,18,48,48,50,26,30,32,43,50,32,38,49,24,25,68,19,19,20,20,20,20,42,48,48,70,23,27,30,25,28,31,37,37,43,20,30,31,38,38,24,33,35,37,69,25
060770038031,20,23,26,20,22,29,33,42,25,55,65,20,22,24,26,38,30,35,60,19,42,64,22,22,23,25,56,31,35,39,92,93,25,28,32,36,93,20,21,25,25,37,78,101,101,19,20,42,22,23,78,17,20,30,14,23,32,22,29,38,18,19,21,22,30,29,38,47,13,20,21,23,24,22,23,38,23,28,49,53,86,NA,24,31,52,16,19,32,32,34,19,24,30,30,31,23,34,36,28,29,79,14,14,20,21,22,22,23,24,24,39,23,41,44,19,23,78,23,25,26,25,27,27,27,28,18,25,27,41,80,20
060770038033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
060770040021,49,49,55,18,66,80,92,95,17,106,109,37,38,38,53,55,57,98,NA,30,50,53,14,18,18,73,101,46,47,57,58,60,68,74,80,81,104,52,62,62,19,19,20,51,88,62,62,62,83,83,85,18,97,119,54,56,56,111,114,NA,53,84,88,94,95,18,57,60,49,52,52,87,93,19,19,946,23,94,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,28,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA
